Number,Reference,Name,Text Content,Document,Codes,Number of Codes,Comment,Start position,End position,Extent,Creator,Creation Date,Modifier,Modification Date
22:4,p 6,,"Design justice is a field of theory and practice that is concerned with how the design of objects and systems influences the distribution of risks, harms, and benefits among various groups of people. Design justice focuses on the ways that design reproduces, is reproduced by, and/or challenges the matrix of domination (white supremacy, heteropatriarchy, capitalism, and settler colonialism). Design justice is also a growing social movement that aims to ensure a more equitable distribution of design’s benefits and burdens; fair and meaningful participation in design decisions; and recognition of community-based design traditions, knowledge, and practices.",Design Justice_ towards an intersectional feminist framework for.pdf,Contribution: Theoretical: Opinion,1,"well here is the ""definition"" that they present in the paper. Honestly I thought I would like this paper but right now Im not a fan, I dont see how they really are about design, or about research.",6,6,1,Angela Rout,10/17/25,Angela Rout,10/17/25
22:5,p 9,,"We began this section by considering the ways that race and gender structure employment in the software and technology design industries; we then introduced a discussion of the ways the matrix of domination structures our ideas about who to design for. Ultimately, we have moved from an argument for equity (we need diverse designers, and diverse users) to an argument for accountability (those most affected by the outcomes should lead and own digital design processes and products).",Design Justice_ towards an intersectional feminist framework for.pdf,Research Method: Qualitative: Case Studies,1,Honestly I cant really tell what the method is here _ I guess a literature review? they go over topics and explain theories but they dont really research something. This paragraph explains what they did so far in the paper - which was to cover justics-based theories in design,9,9,1,Angela Rout,10/17/25,Angela Rout,10/17/25
22:6,p 11,,"ndeed, the Design Justice Network is already engaging in some of these activities. There are a growing number of organizations, spaces, networks, and events that share a vision of design justice. Design organizations like And Also Too, in Toronto, Intelligent Mischief, in Boston, and the worker- owned cooperative Research Action Design (RAD.cat), are putting design justice principles into practice in their daily work.",Design Justice_ towards an intersectional feminist framework for.pdf,Transitions: Academic Community,1,"I think this paper is all about creating a community. They dont really d research, they just share the communities they are involved in, and try to promote the ideas. They list like-minded groups and try to build connection. The paper is an excuse to meet people, I think",11,11,1,Angela Rout,10/17/25,Angela Rout,10/17/25
23:1,p 3,,Design in dialogue: AI as an aid of imagination for future scenarios ,Design in dialogue_ AI as an aid of imagination for future scenar.pdf,Paper Reflection: Comment,1,"A method for designers, utilizing AI for imagining future scenarios. Paper promises presents a variety of examples in different design stages and scenarios",3,3,1,Michael Tjia,10/17/25,Michael Tjia,10/17/25
23:2,p 13,,"The previous sections described how 150+ students in different degree programs (86 BSc in Design, 79 MSc in Product and Service Design) were introduced to generative AI in the de- sign process, providing a first experience with various tools situated at various phases of the design process, focusing on the initial scenario, concept and storytelling. ",Design in dialogue_ AI as an aid of imagination for future scenar.pdf,Research Method: Qualitative: Case Studies,1,Application of generative AI tools in product/service design education is studied,13,13,1,Michael Tjia,10/17/25,Michael Tjia,10/17/25
23:3,p 16,,"n this evolving landscape, the relationship between designers and AI is a dynamic partner- ship that, as it advances, will likely transform practices of creativity and innovation, redefin- ing the Designers’ roles, skills, and capabilities.",Design in dialogue_ AI as an aid of imagination for future scenar.pdf,Contribution: Theoretical: Opinion,1,"AI tools may be adopted, and will likely transform practice and education",16,16,1,Michael Tjia,10/17/25,Michael Tjia,10/17/25
24:1,p 2,,Design elements in data physicalization: A systematic literature review,Design elements in data physicalization_ A systematic literature.pdf,Paper Reflection: Comment,1,"The paper is about data physicalization –  representing and communicating data through the geometry, materials, and physical form of objects. I find this an interesting topic in the context of architectural design domain. The paper is too long, and has too many various categorizations that are described in detail through visuals and text.",2,2,1,Marija Mateljan,10/22/25,Marija Mateljan,10/22/25
24:2,p 2,,systematic literature review on the topic. We have identified and included in the review 163 published and peer-reviewed conference papers and journal articles with primary data on physicalization artifacts,Design elements in data physicalization_ A systematic literature.pdf,Contribution: Summative/Integrative: Literature Review,1,Systematic Literature Review.,2,2,1,Marija Mateljan,10/22/25,Marija Mateljan,10/22/25
24:3,p 3,," 7,000-year-old Sumerian clay tokens to 19th century educational models in science (Jansen et al., 2015).",Design elements in data physicalization_ A systematic literature.pdf,,0,Matiss has been mentioning these clay tokens in his lecture to Inhabiting Data students.,3,3,1,Marija Mateljan,10/22/25,Marija Mateljan,10/22/25
24:4,p 3,,data physicalization as “a physi- cal artifact whose geometry or material properties encode data,Design elements in data physicalization_ A systematic literature.pdf,,0,Definition of data physicalization. Below also see synonyms.,3,3,1,Marija Mateljan,10/22/25,Marija Mateljan,10/22/25
24:5,p 3,,"Data physicalization is closely related to the field of human-computer interaction,",Design elements in data physicalization_ A systematic literature.pdf,,0,"Relation to human-computer interaction (interfaces, displays).",3,3,1,Marija Mateljan,10/22/25,Marija Mateljan,10/22/25
24:6,p 3,,hree-dimensional data artifacts is espe- cially suited for introducing non-experts to data,Design elements in data physicalization_ A systematic literature.pdf,,0,3D artifacts understandable for non-data-experts,3,3,1,Marija Mateljan,10/22/25,ATLAS.ti,10/22/25
24:7,p 4,,ssist with the advancement of the design-based research,Design elements in data physicalization_ A systematic literature.pdf,,0,Aim: to assist the design-based research.,4,4,1,Marija Mateljan,10/22/25,ATLAS.ti,10/22/25
