"","ID","Cluster","Abstract","Title","Downloads","Publication Year","ClusterTheme"
"1916",1916,"6","Products imbued with traditional cultural semantic information hold significance in commerce, culture, and the dissemination of information. However, the integration of implicit cultural semantics into the design process of cultural products poses a significant challenge. Key issues include the inaccurate expression of implicit semantics and the inadequacy of semantic information retrieval and inspi-ration. Therefore, we adopt a datadriven approach to achieve symbolic semantic expression in generating and inspiring design concepts for cultural products. In this paper, we utilize the generative pretrained transformer (GPT-3.5) as the base language model (PLM). By analyzing semantic information features in layers and mapping, we identify two design concept generators, fine-tuning them for the automatic retrieval and expression of semantic information. This is undertaken to generate cultural product designs in a natural language form. The method under-goes experimental evaluation, and the results demonstrate that our approach can generate cultural product design concepts containing accurate cultural information.","Cultural Product Design Concept Generation with Symbolic Semantic Information Expression Using GPT",601,2024,"product/products"
"1917",1917,"9","With the growing influence of digital transformation on global communities, critically examining the interaction between digital technologies and traditional cultures is becoming more pressing, especially in minority groups. This paper explores the complex relationships between digital technologies and cultural landscape in Eastern Tibet based on a 34-day ethnography study by photographic materials from 28 counties and cities. Through looking into these visual materials, also including observations and interviews, the tension surrounding commercialization, public relations, creative expressions, and the environment are uncovered. We discuss the unintended and pervasive consequences of modernization, including cultural homogenization and the rise of individualism, imagining possible future ways and resilient future.The paper emphasized the significant role of design in shaping these outcomes and advocates for a more inclusive and collective approach to design practices. By understanding and highlighting these dynamics, this paper aims to provide guidance to designers in promoting a resilient and sustainable digital transformation.","Cultural transition by digital technologies: invasion or empowerment?",218,2024,"technologies/technology"
"1918",1918,"7","This paper explores current approaches to customer-centric experiential strate-gies in a luxury fashion context, through an analysis of two UK luxury retailer case studies: Anya Hindmarch and MatchesFashion. While earlier studies have shown the importance of the physical luxury store, emphasis on customer experience (CX) and aspects related to service interactions that lead to pleasurable experi-ences remain nascent. Underpinned by interrelated theoretical constructs – cus-tomer experience, store atmospherics and retail design – and taking an explora-tory, qualitative approach (including documents, expert interviews and store ob-servation), the research promulgates the dimensions comprising customer-centric physical store experiences in luxury fashion. In doing so, it is the first known study to offer a conceptual framework to advance scholarly and practi-tioner luxury customer experience research.","Customer-Centric Luxury Fashion Store Experiences: A Case Study Approach",1581,2024,"communication/physical"
"1919",1919,"9","Due to their widespread use, consumer technologies like messaging or video streaming services present a promising opportunity to disseminate wellbeing interventions, such as positive activities, to a large audience. Currently, this potential is primarily leveraged by dedicated wellbeing applications. To broaden the scope of applications, we conducted a student-led case study that explored how positive activities could also be integrated into consumer technologies that are not originally designed for wellbeing. Based on the analysis of concrete design examples, we identified three strategies for integration: 1. addition, 2. enrichment, 3. transformation. We showcase each integration strategy through a specific design example. A variety of design mechanisms were employed whereby particularly prompts to create an opportunity and self-reflection to foster motivation and capability have been observed. Together, our findings demonstrate how positive activities and mechanisms to support behavior change can be woven seamlessly into contemporary technology through minimal redesigns.","Daily doses of wellbeing: How everyday technology can support positive activities",484,2024,"technologies/technology"
"1920",1920,"5","The craft heritage of Kerala is situated in the usage of natural materials such as banana fiber. Due to the abundant availability of banana plants in Kerala, local craftspeople use the fibers to make products such as baskets, bags, and coasters. However, the number of banana fiber craft persons is acutely declining, posing a threat to this heritage and crafting knowledge. The customary knowledge transfer method, of working in close proximity with the master craftsperson for a significant period, has become impractical and limited now. Thus, we attempt to decode this crafting knowledge using a shape grammar, as a step towards its preservation, transmission, and design development. The methodology involved gaining insights through contextual inquiry and artifact analysis. The resultant shape grammar presents the material vocabulary, the rules for creating patterned units, as well as the function corresponding to different configurations of the units.","Decoding the banana fiber craft of Kerala using a shape grammar",221,2024,"material/materials"
"1921",1921,"2","The work presented here interrogates the future of design education by presenting the early development of a new curriculum in a small rural university in the P´urhepécha region, Mexico. The new undergraduate program is created drawing from the literature on decoloniality and transmodernity to reimagine design education. The interplay between this early work and a systematic inquiry of coloniality leads to new ways of thinking about design education and design at large in this context. This work contributes to a South-South dialogue seeking to undo coloniality in creative pedagogical practices and to reimagine what it means to design and to learn beyond the hegemony of modernity.","Delinking design: Decolonialidad & Transmodernidad in future design education in Abya Yala",187,2024,"students/learning"
"1922",1922,"8","This paper recounts the delivering of the course Design and Latin America: delinking and decolonizing, at University of Brasília. Such experience is in tune with the recent emergence of academic research on the imperativeness of addressing coloniality, and the need to sulear design practice in Latin America. Starting from a brief introduction to Latin American history and social thought, and from an understanding of design as the production of life, discussions were held on the potential of unconventional creativity for nurturing critical consciousness in the field, while acknowledging concrete and subjective power relations. For the development of virtual practical activities, literature was the main tool adopted (specifically short stories related to the Latin American context). Through this methodological framework, it was possible to identify that for reality to decolonize it is essential to know other sides of history, and to bring to light the coloniality of thought and collective imagination.","Design and Latin America: Exploring materiality and imaginary in design education",278,2024,"critical/world"
"1923",1923,"2","The Action Learning (AL) master course at the Universitat Politècnica de València endorses during 3 months the collaboration of the students and professors with community leaders from the vulnerable district of Orriols. By combining the diverse backgrounds of the students and the community leaders, it fosters a deeper and collaborative understanding of complex societal issues of the district. Through systems thinking and design thinking tools, they diagnose the context, envision a desired future, and take action to realize it in a transformative and creative way. It creates a bidirectional learning environment, engaging with real-world challenges and breaking down barriers between the university and the local community. This transformative learning experience is underpinned by a commitment to just transitions, emphasizing procedural, recognition, and epistemic justice. By embracing these principles, the course empowers participants to contribute to positive change in their communities and fosters a more inclusive, sustainable city and university.","Design and Transdisciplinary Learning in Community-University Collaborations for a Just Transition: The Case of the Action Learning Course in Valencia, Spain",247,2024,"students/learning"
"1924",1924,"1","This paper describes a design anthropology approach toward design ethics, which understands design ethics in a relational and emergent manner. We characterize how ethical issues and judgments emerge from the continuous stream of social interactions, collaborations, and relations that constitute the design process. The approach recognizes that there is a fundamental uncertainty in how social engagements and associated ethical issues in a design process unfold. Design anthropology aims to remain open to such emergent understandings, and fosters a sense of empathy and practice of care towards collaborators. The approach is illustrated by reflecting on empirical findings from an interdisciplinary energy transition project in Amsterdam South-East. The findings show how unexpected ethical issues emerged in the design process that challenged the authors to navigate, with care and empathy, between the opposing needs of project collaborators.","Design anthropology for ethics of care and emergence: Reflections from an energy transition project",593,2024,"design/process"
"1925",1925,"1","Artificial Intelligence Generated Content (AIGC) introduces a new collaborative design paradigm where words, sentences, and images circulate within the team as new design knowledge. However, due to the limited controllability and inter-pretability of current AIGC models, collaboration between designers and AI de-mands continuous iterations and experimentation. How to establish a reusable representation for the knowledge of the collaborative process is an open prob-lem. Our comprehensive approach, including focused interviews, case studies, and workshops, revealed transmission patterns of design concepts during both divergent and convergent phases. To represent the interaction between design-ers, we propose a novel node-based design strategy, where each node is an AI operation with its prompts and outputs and each link denotes the data flow to the next node. Implementing this strategy, we crafted a design system that en-hances synergy between the design team and AIGC.","Design for AI-Integrated Design Team Collaboration：A Strategy and Exploration Using Node Flow in Establishing a Reusable Representation of Knowledge in the Collaborative Process",677,2024,"design/process"
"1926",1926,"3","This paper explores definitions of Design for Longevity (D4L) through a preliminary literature review to create an interpretation of D4L in the finance and service context. The concept of longevity has been applied to many industries and applications. this paper reviews the term D4L as it applies to three fields: product lifecycle, financial planning, and gerontology. Using specific keywords across three search engines—Web of Science, Google Scholar, and Design Research Society Digital Library—we gathered 78 academic papers and synthesized 24 academic papers. As a result, we proposed a holistic and interdisciplinary definition of D4L as a lens to identify longevity-related design opportunities, and to envision products, services, and experiences that allow people to thrive across their entire lifespan in the context of transforming age demographics. A more accurate understanding of D4L can enhance longevity-literacy, -management, and -strategy to improve quality of life.","Design for Longevity Literature Review in Product Lifecycle, Financial Planning, and Gerontology",651,2024,"service/services"
"1927",1927,"1","This research examines how a New Product Development (NPD) design team incorporated multidisciplinary knowledge to redesign a modular cab. Design teams that implement digital innovation often use cutting edge techniques, such artificial intelligence and big data, to inform their design decisions. However, these techniques are often managed by other teams with different knowledge backgrounds. Therefore, optimising learning processes between multidisciplinary teams is crucial to design new products effectively. This research reviews existing team learning processes, then conducted a case study to examine how a NPD design team learn from an interaction team to integrate knowledge into their design process. Aside from the information processes established in the literature review, we found that design teams working in interdisciplinary projects also translated and contextualised their information to ensure knowledge accuracy.","Design for Manufacturing: Learning Processes of a New Product Development Design Team",259,2024,"design/process"
"1928",1928,"8","Workplaces are increasingly leveraging technological interventions to promote healthy working habits. While existing workplace health promotion designs have primarily focused on digital well-being applications and break-taking interventions, our work advocates for a broader exploration of relevant design strategies. Through an analysis of 40 unique designs, we distill seven innovative design strategies that hold the potential to foster healthier work environments. Each strategy is described, grounded in literature, and illustrated through relevant design exemplars. By delving into an array of alternative design approaches, this paper broadens the scope of workplace well-being and inspires researchers toward a more comprehensive understanding of how design strategies might be leveraged to impact office vitality.","Design for Office Health and Wellbeing: A Design Space Exploration",412,2024,"critical/world"
"1929",1929,"5","Serenity plays a pivotal role in human well-being, as it fosters an enduring sense of peace and calmness. Everyday textile artifacts, with their qualities of softness, malleability, and flexibility, hold the capacity to greatly enhance serenity in user experiences. Drawing from the foundation of materials experience and material-driven design, this paper introduces a design toolkit aimed at harnessing the potential of textiles in creating serene experiences. The toolkit was refined through two exploratory workshops involving design professionals from both academic and industrial backgrounds. By emphasizing the interplay of form, material, and time in textile experiences, this toolkit offers a vocabulary and set of techniques for discussing and designing for serene textile experiences across different material and time scales. We further explore avenues for the toolkit's employment, expansion, and adaptation for use in a wide array of material-driven design projects","Design for serene textile experiences: A toolkit",513,2024,"material/materials"
"1930",1930,"3","Social prescribing (SP) refers patients to community and social services that sup-port the individual’s social needs and that can bolster their overall health and well-being. SP offers a promising approach to addressing wide-spread mental health issues, social determinants of health, and growing social isolation. While SP is integrated into the national health systems of countries such as the United Kingdom, Canada, Australia, and Japan, it has only recently begun to take root in the United States (US). This paper presents “Design for Social Prescribing”, a re-search project led by the Design Laboratory at the Harvard T.H. Chan School of Public Health that explored how the structured use of design could help expand and accelerate the SP in the US. The research was structured on advanced design models to support multi-stakeholder collaboration in three phases. This paper outlines key learnings from these phases, including their processes, approaches, and outcomes.","Design for social prescribing: bridging silos for health promotion",340,2024,"service/services"
"1931",1931,"3","This paper sets out to view disability from a medical construct to a multi-faceted approach, considering biological, psychological and social factors. This helps us understand the need for a phenomenological approach to address disability from a ‘lived’ perspective, acknowledging the personal experiential dimension. A perspective this research adopts to underpin an argument that aesthetics from a cultural perspective plays a role in ‘Extraordinary’ wellbeing, as the study explores how the condition Raynaud’s shapes a ‘dys-appearing’ body through material experience. This paper presents research that investigates how women living with Raynaud’s negotiate their impairment through the mediums of clothing and fashion. Data were collected via in-depth, semi-structured interviews and wardrobe studies, informed by Interpretive Phenomenological Analysis. The findings reveal the ‘material experience’ of ten women with ‘Extraordinary’ requirements and highlighted how aesthetics is fundamental to enhance wearer’s pleasurable and inclusive experiences on a personal and public level.","Design For ‘Extraordinary’ Well-being: An Interpretive Phenomenological Analysis To Understand The ‘lived Experience’ Of Women Living With A ‘Dys-appearing’ Body Through Materials",161,2024,"service/services"
"1932",1932,"1","Generative AI tools foreshadow fundamental changes in the dynamics of creative work. Albeit controlling the output is still challenging, the rapid conceptual development and visualization can be particularly helpful in the exploratory phase, facilitating approaches such as design fiction. The contribution aims at providing an overview of how AI can fit in various steps, demonstrating in particular how the AI-enabled visualization from text and sketches allows imagining and iterating quickly on future scenarios. Starting from a benchmarking of over sixty AI tools according to the Design Thinking process, the efficacy of a human-AI collaboration has been experimented through workshops with over hundred and fifty students. These activities have demonstrated the efficacy of following a well-defined dialogue protocol of Human Intelligence “framing” Artificial Intelligence, which serves as an AI skill-building tool, as well as a creative icebreaker, leading to vivid representations of speculative scenarios as foundation for the forward-thinking design process.","Design in dialogue: AI as an aid of imagination for future scenarios",719,2024,"design/process"
"1933",1933,"3","This paper advocates for the potential of feminist participatory practices to create conditions for inclusive and equitable futures. It addresses the need to design for transformative feminist futures and challenges normative innovation spaces. The authors reflect on their experiences organising two feminist hackathons, emphasising intersectionality, equity, and collaboration. They present 11 design principles that guided their efforts, highlighting the importance of centring local grassroots organisations. The paper discusses the potential of these design principles as tools for community engagement, nurturing collective imagination, and normalising feminist practices in collaborative spaces. It emphasises the importance of moving from embodied knowledge to embodying knowledge and integrating values and experiences into the infrastructure of innovation events. The authors acknowledge the challenges in operationalising principles, such as valuing labour and expertise, and raise questions about commitment and responsibility in inclusive, feminist events. This work contributes to the discourse on designing conditions for co-creating feminist imaginaries.","Design Principles For Co-creating Feminist Imaginaries",468,2024,"service/services"
"1934",1934,"1","When scientists embrace a different paradigm, this naturally leads to a shift in aca-demic behavior. While the importance and necessity of the pluriversal design framework are evident, understanding how this paradigm influences academic conduct is less clear. Through a systematic literature review of 103 academic papers on the pluriversal approach, it is deducted what it is that researchers do or suggest to do when shaping their research and design practice through the pluriversal de-sign paradigm. In this study, the pluriversal design paradigm is distilled into a set of foundational prerequisites and design principles. These design principles can be applied by both scholars and practitioners across various design contexts. Since be-havior and ethics are intertwined, this study also delves into the ethical considera-tions of pluriversal design.","Design principles of the pluriversal design paradigm",1085,2024,"design/process"
"1935",1935,"8","Design practices grounded in the modernist yearning for universalism have often been oblivious to forms of local knowledge, and the situated webs of relations, among humans and with other species, they emerge from. In response to the destructive effects of this inattention, growing research has established that ecology and society must be considered together to ensure fair and resilient development. Here, we develop the concept of ‘design terroir’ to describe existing forms of eco-social design and help designers theorise and realise work that contributes to a relational bioregionalist approach. To inform this description, we extend considerations within the food domain to design, including relation to territory, craft knowledge, multisensory aesthetics, and multispecies relationships. Drawing on examples, we review common epistemological qualities between vernacular architecture and food terroirs. We then illustrate how design terroir can inform contemporary design practice and conclude with considerations of how the concept can be used.","Design Terroir: An Eco-social, Relational, Bioregional Approach to Design",623,2024,"critical/world"
"1936",1936,"3","Design has long demonstrated an interest in shaping society and the world for good. In Australia, there are 59747 non-profit organisations that seek to do the same. Surprisingly, there is little research situated at the intersection of these fields. This research explores the potential remit of design in non-profit organisations and provides insight into where and how design practices may be beneficial to non-profit partners. This paper first thematically analyses the responses of 140 Australian non-profit organisations as they reflect on their strategic position and core activities. Drawing on these insights, we outline five thematic notions of value as it pertains to non-profits, their stakeholders and beneficiaries. Finally, we contribute a preliminary map of the Australian non-profit value ecosystem and speculate on design’s potential for integration.","Design x Non-Profits: Towards an understanding of design integration in the Australian Non-Profit Sector",211,2024,"service/services"
"1937",1937,"7","The ‘Menopause - a Pathway to successful ageing - or not?’ research explores the life stage experience leading up to and following menopause. Menopause is defined as a moment in time 12 months after someone’s final period, Peri menopause is a time in someone’s life leading up to menopause but when symptoms or changes can be experienced. This research focusses on a time in a typical female’s lifespan whereby they are managing life and career of family responsibilities bringing up children while experiencing symptoms of peri-menopause and menopause. It is well documented how exercise and health awareness can optimise and affect our health and wellbeing - our Physical, Emotional and Mental (PhEM) health can be supported through activity, exercise, social engagement, and education. The ‘Design your menopause life’ (DYML) solution is envisioned as a digital and physical solution to empower women as they experience peri and menopause symptoms.","'Design Your Menopause Life' as a Pathway to Successful Ageing",359,2024,"communication/physical"
"1938",1938,"1","In the decades since the establishment of design research, efforts to identify the nature of design knowledge have repeatedly returned to the question of design’s relationship to science. The resulting debate is often framed by the opposing tenets of positivism and constructivism, and this gap continues to characterize research across the discipline. This paper challenges the paradigmatic divide between cognition and construction through an examination of practice-led design research and, more specifically, a redefinition of the designer-maker. It presents perceptual space as an active, multimodal medium where cognition and construction emerge simultaneously, as evidenced by the work of the designer-maker. This in turn supports a necessary evolution in design thinking: through the lens of making, design thinking is design doing, demonstrating the interconnectedness of practice-led design research, craft knowledge, and material-driven design, as well as their significance for the broader discipline.","Designer-maker: Merging cognition and construction in practice-led design research",211,2024,"design/process"
"1939",1939,"5","Clay 3D printing is a rapidly growing hybrid craft practice in which physical ceramic artifacts are designed and fabricated with digital technologies. In this work, we bring attention to the material element of this hybrid practice by presenting a collection of 3D printable clay materials with tunable shrinkage called clay-dough. Clay-dough materials are made up of varying ratios of stoneware clay to bio-based dough. As we fire these materials in a kiln, the dough burns away, resulting in the remaining clay shrinking dramatically as it chemically transitions into a ceramic. We leverage our ability to control the shrinkage properties of clay-dough materials to design a collection of 3D-printed ceramic artifacts in which the form and size are determined by shrinkage. Through this, we reflect on how human and machine work in correspondence with clay-dough to drive the creation of ceramics; ultimately, calling for material-oriented design approaches in hybrid craft practices.","Designing 3D Printed Ceramics from a Clay with Tunable Shrinkage",452,2024,"material/materials"
"1940",1940,"1","Sound-driven design is a collaborative and multidisciplinary design activity which uses sound as catalyst of the design approach. We present a semantic-oriented methodology and coding system to capture the diversity of sound-driven concepts that support the design process. We evaluate the methodology in a protocol study of a design team, composed of one sound designer, one acoustic engineer, one designer, and one expert user, engaged in exploring the listening dimension in the caregiving experience. We use linkographic analysis to integrate and evaluate our coding scheme. The methodology proves to be effective in revealing the semantic models of the participants and representing their semantic contribution to the design process. Two protocol studies in the same context are in progress to iterate the methodology and the coding scheme. The results are expected to provide a solid ground to devise methods and boundary tools to facilitate participation and co-creation in sound-driven design.","Designing [The, With, Against] Sound [For]: Towards A Semantic-oriented Coding Scheme For Protocol Studies In Sound-driven Design",226,2024,"design/process"
"1941",1941,"8","Picturebooks have often been studied in the children’s literature field with a focus on child readers, but recent studies have begun to discuss the cross-age aspect that embraces wider audiences. This study explores the design space for a crossover multisensory picturebook that would also engage older adults via positive design approach. In this multidisciplinary study, we aimed to nurture the positive sides of aging by transforming life-long experiences into narratives in the form of a picturebook that embodies memories and transfers heritage in an engaging way during shared reading. Within this scope, we conducted interviews and design evaluations with older adults in a care home. In this paper, we share reflections on the book-making process and discuss how picturebooks can support well-being. Additionally, we speculate on positive interactions that may arise from intergenerational shared reading experiences while adapting a media mainly geared towards children for older adults.","Designing a crossover multisensory picturebook with older adults at a care home",335,2024,"critical/world"
"1942",1942,"3","Design for policy discourse is often focused on how design supports policy making in central government. And yet, there are other design practices that are contributing to policy development. We frame our work as designing for policy, design work that is happening outside formal policy space, aimed at impacting policy. This paper presents learnings based on a series of co-design interventions with young people in four English local authorities to a) design age-appropriate Holiday Activities and Food (HAF) programmes and b) impact national policy. In expanding what might be considered ‘design for policy’, we hope to draw attention to considerations required when trying to influence policy through the designing of public services. We adopt an infrastructuring approach to help us learn about and influence policy whilst also delivering value at local and national levels. This paper contributes to ongoing work to understand how designers contribute to policy making.","Designing as Infrastructuring to Impact Policy",634,2024,"service/services"
"1943",1943,"9","Despite the widespread use of self-tracking technologies for promoting personal wellbeing, there is limited research on the monitoring of intimate data, particularly urine. To shed light on the design possibilities within this unexplored domain we designed Aidee, a prototype system composed of an app and interactive device that assists users in performing urine monitoring through qualitative data expression and ambient physicalization. To evaluate our prototype we conducted an exploratory between-subjects study involving 54 participants. Our findings indicate user acceptance for qualitative data expressions in the domain of personal wellbeing. Moreover, our study underscores that the combination of an app and interactive device helped people in consulting their urine analysis results with serenity and in experiencing feelings of support and companionship. With this paper we discuss the opportunities and challenges for designing monitoring experiences to promote intimate wellbeing by combining innovative ways of representation and interaction with data.","Designing for Intimate Wellbeing: Aidee, a Qualitative Approach To Urine Home Monitoring",232,2024,"technologies/technology"
"1944",1944,"2","Despite the benefits of playful learning experiences to increase students’ motivation and learning, traditional classrooms lack opportunities to learn through play. Virtual reality (VR) is a promising tool to bring rich, playful contexts into classrooms, but designing instructional models that make the most of its affordances remains challenging. This paper describes a multi-year design process implementing VR field trips in high school engineering classrooms to highlight the benefits and challenges of using VR to promote playful learning in schools. In both remote and in-person classes we developed virtual field trip lessons using immersive videos and videogame-like environments. Over time, learning goals, activities, and assessments were adjusted to meet students’ needs as part of an iterative design process. The benefits of VR for playful learning are discussed, along with the importance of post-VR reflection and discussion, and the persistent challenges of educational content and class time.","Designing for playful learning in formal education: a case study of virtual reality field trips",619,2024,"students/learning"
"1945",1945,"7","Designing by engaging more-than-human agents such as plants is a complex chal-lenge, as they have long been regarded as ""ontologically inferior"" resources pri-marily serving human needs. Emerging studies in the field of Plant Neurobiology are now breaking down knowledge barriers, gathering extraordinary data that recognize plant actions and behaviors guided by a distinct form of intelligence. Considering this breakthrough findings, this paper describes a 10-day workshop involving 52 international design students from Politecnico di Milano University that focused on experiencing plants in a former industrial area within the city borders. Through the years, this area has gone from desolation to a vibrant urban forest where plants and other life forms have flourished without human re-striction. With the contribution of botanists and local forest experts, the work-shop was conceived as a journey with the ambition of providing participants with an opportunity to design for plants as active stakeholders.","Designing from the plants' perspective. A field case study in urban forest of “La Goccia”",499,2024,"communication/physical"
"1946",1946,"8","This paper reports on a speculative design project addressing the future workspace. Based on data extrapolation, we assume that by 2048 more people of advanced age will be working in office environments. Consequently, the share of employees suffering from cognitive deficits will significantly increase. Based on this future scenario, a speculative design object has been developed: A cognitive-stimulating desk lamp that could prevent further deterioration of office workers' cognitive abilities through acoustic stimulation. We explore potential technical features of the lamp and address the avoidance of stigmatization and ageism at the workplace. The contribution of the study is twofold: First, the resulting ”behaves-like” prototype represents a possible solution of the problem of cognitive aging at the future workplace. Secondly, the developed artifact “from the future” allows an in-depth discussion of the possible future context and potentially arising problems. In addition, we critically discuss lessons-learned from the applied speculative design method.","Designing future workspaces for cognitive aging",191,2024,"critical/world"
"1947",1947,"2","Indigeneity in Argentina has historically been oppressed. The project presented here is a collaboration between design researchers and students from Buenos Aires and Indigenous groups in Northern Argentina that combines anthropologi-cal and design methods. Participatory experiences are at the core of the pro-posal. Interactions within the communities led to various lines of work. The top-ics varied from textile production, natural coloring, traditional nourishment, and construction to didactic materials for schools within intercultural bilingual edu-cation. The results show not only material outcomes, but also how the project moved its participants. In light of the widely differing worldviews, the learning process became an exchange. Is it possible that design education in Argentina will change its predominant practices, as the result of dialogical collaborations with Indigenous peoples? What challenges would this lead to? The project aims to be an example of a dialogue between worlds, in a pluriversal context.","Designing in Argentina with Indigenous Groups",181,2024,"students/learning"
"1948",1948,"3","This qualitative case study explores the blending of physical and digital as phygital experience at the Rovaniemi Local Heritage Museum in the very specific context of periferal Arctic Lapland. The case study builds on participatory design and provides findings and discussions on how to utilize mobile head-mounted eye tracking sensor technology and empathy map as methods in researching phygital customer experiences during the tourism customer journeys in peripheral, remotely situated micro and small-scale organisations. The findings provide tourism, service and experience design researchers, developers, and service providers with relevant information about the future challenge of phygital touchpoint design. The case study worked as a test bed for experimenting, developing and introducing a hospitality service in fragile local context for the larger tourism audience and simultaneously paying attention and care for local community, Sustainable Development Goals and future developments in hospitality context.","Designing New Phygital Service Experiences for Hospitality",394,2024,"service/services"
"1949",1949,"7","This study explores the design challenges of connecting passive NFC wearables such as fobs, rings, and bracelets, to online services such as payment and access. Through field studies, co-design workshops, and auto-ethnographic design work, we investigate how physical action and online media could be coupled, allowing for more considerate onboarding experiences. Our main contribution is four de-sign concepts specific to this domain: using media to link experience to new concepts, supporting physical practice, giving feedback on physical success, and providing interactive function through physical form. In sum, the work highlights media content as a fundamental element in the design of passive tangibles, to support embodied understanding of the manipulations involved.","Designing onboarding for wearable payment: Connecting passive tangibles to online service",205,2024,"communication/physical"
"1950",1950,"3","When designing a sound installation in public spaces, creators consider a wide range of factors related to the site where it will be deployed as part of the artistic statement. However, anticipating the impact of the sound installation on user experience is difficult in the absence of established methods to inform the design and evaluate the outcomes. Based on three case studies involving sound artists and soundscape researchers, we propose a research-creation collaboration framework through four stages: 1) field recordings of pre-existing sound environments; 2) diagnosis of pre-existing sound environments and public space usage; 3) sound installation prototyping in laboratory settings; 4) evaluation after deployment. These stages, alone or in combination, can systematically inform – or eventually drive – the design and evaluation of new sound installations in public spaces.","Designing Sound for Public Spaces Through a Research-Creation Collaboration Framework",235,2024,"service/services"
"1951",1951,"1","Black Swans have become the norm rather than the exception. These unimaginable events with massive consequences seem to be a by-product of our society ruled by complex systems. As more Black Swans are looming, an interest in becoming more resilient is rising. However, achieving resilience against Black Swans remains an ambiguous endeavour. Looking into academic literature, “wargaming” Black Swans is often proposed as an antidote since it explores decision-making in an adversarial and unimaginable context. However, how these Black Swan-focused wargames can take shape is unclear. In response, this paper proposes a design of a wargame addressing systemic resilience in the face of looming Black Swans consisting of four modules. The paper presents the iterative design process based on four playtesting workshops with 52 researchers and practitioners in design, crisis management, aviation, healthcare, and serious gaming. The paper concludes with recommendations and directions for future research.","Designing Systemic Resilience in the Face of Looming Black Swans through a Seminar-Style Wargame",258,2024,"design/process"
"1952",1952,"8","In Western industrialised societies, the times of humans and of other species are often considered as belonging to different realms. While human life is regarded as progressive and accelerated, other species are seen as following cyclical, slow changing timescales. These narratives neglect the multiple interconnections between human and other-than-human times and contribute to increasing temporal mismatches across species, with consequences for environmental and biodiversity loss. In this paper, we use design examples generated through an interdisciplinary workshop to discuss opportunities for design to expand notions of time in more-than-human ecologies. Drawing from the Temporal Design framework and the notion of Designing for Temporal Cohabitation, we discuss how these examples incorporate a call for designers to a) draw attention to multiple ways human and other-than-human temporalities are intrinsically connected, b) expose temporal power asymmetries across ecologies, and c) design interventions that foster care-full ways of reducing impact and promoting temporal reattunements.","Designing Temporal Ecologies: Reframing Multispecies Temporalities Through Design",602,2024,"critical/world"
"1953",1953,"7","Sense of hearing provides an effective, immersive and empathetic way to observe, map and explore places with a more-than-human approach. In our contemporary mediascape inundated by visual stimuli, the rediscovery of sound offers a different understanding of the world. By discussing two research-based sound design projects, this study discusses 1) the potential of using soundscape as an empathetic research tool in multispecies ethnography and 2) how soundscape as a communication media could stimulate more-than-human exploration and empathy. Such design outcomes develop an empathic and conscious understanding of human-nature interaction, even in an urban context. Intersecting science, research and creative practices, the projects use soundscape for ecological exploration and narratives. The projects contribute to how ecological soundscape plays a significant role in the sound-driven design process to re-establish kinship between humans and more-than-humans, thereby nurturing urban-nature re-discovery and coexistence.","Designing through ecological soundscape to foster human-nature interaction",389,2024,"communication/physical"
"1954",1954,"4","Although data sonification i.e., the use of sound to represent data is gaining mo-mentum, its impact is still limited. The lack of shared design methods and tools is seen as an obstacle for the expansion of sonification from a scientific method to a mass-medium for better human-data interaction. The Data Sonification Canvas is a design tool that supports authors during the creative process. Our paper first describes the genesis of the Canvas, grounded in expert interviews and literature from sound design for film, human-computer interaction, and data visualization. We then present an evaluation study with 20 participants that measured the pragmatic and hedonic quality of the Canvas. Results show that users consider it a valuable, self-oriented, and practical tool that meets their needs in a struc-tured, yet straightforward manner. Areas of improvement include uniform the terminology; increase accessibility; include multi-media content and customize the spatial organization of the components.","Designing tools for designers: The Data Sonification Canvas",499,2024,"factors/results"
"1955",1955,"8","Time is a crucial element in design, and even more so when it comes to designing for sustainability. Many designers approach sustainability from a problem-solving perspective, according to which time is linear (and therefore quantifiable) and the future is predictable (and therefore designable). Designerly time appears quintessentially modern and human. A welcome antidote can be found in more-than-human design perspectives, where a multitude of actants and agencies and their appropriate temporalities are given consideration and space. In this paper we add to such approaches by suggesting two ways to engage with more-than-human temporalities: noticing and care. We illustrate how these approaches may give way to new design practices by discussing the conceptualization and construction of a music festival stage in France. We argue that such design practices integrate ecological care into the design process by attuning the designer to the different scales and rhythms of ecosystems and their more-than-human members.","Designing with more-than-human temporalities",957,2024,"critical/world"
